comparison_id,race_id,election_date,topic,relationship,analysis,review_method,timing_status,candidate_name,candidate_excerpt_id,candidate_quote,candidate_source_url,candidate_publication_date,candidate_locators,candidate_source_sha256,candidate_timing_status,opponent_name,opponent_excerpt_id,opponent_quote,opponent_source_url,opponent_publication_date,opponent_locators,opponent_source_sha256,opponent_timing_status,representation_kind,comparison_scope,election_timing,candidate_source_speaker_name,candidate_archive_url,candidate_capture_date,candidate_reviewed_locator,candidate_ballot_name,candidate_ballot_party,candidate_identity_resolution,candidate_identity_evidence_ids,candidate_identity_review_notes,opponent_source_speaker_name,opponent_archive_url,opponent_capture_date,opponent_reviewed_locator,opponent_ballot_name,opponent_ballot_party,opponent_identity_resolution,opponent_identity_evidence_ids,opponent_identity_review_notes,identity_resolution,identity_caveat,candidate_publication_month,candidate_source_type,opponent_publication_month,opponent_source_type
ny16-bowman-engel-climate,race-4ccedc03fd0aec1094b0,2020-06-23,climate_energy,shared_position,Both explicitly support a Green New Deal. The challenger/incumbent conflict is not evidence of opposing positions on that named proposal.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Jamaal Bowman,ny16-bowman-climate,the Green New Deal,https://patch.com/new-york/bronxville/jamaal-bowman-candidate-ny-congressional-district-16,2020-06-18,paragraph 72,232bf08cddd9f673e840fe3547052fff970892668b0d237dc8077f27c811c8d9,verified_publication_date,Eliot L. Engel,ny16-engel-climate,building an economy that works under the Green New Deal,https://patch.com/new-york/newrochelle/eliot-engel-candidate-ny-congressional-district-16,2020-06-09,paragraph 58,490a59b18dce1e021e31621d80143005a5b5f748a7c49ccea02d72f03b9828d9,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny16-bowman-fink-climate,race-4ccedc03fd0aec1094b0,2020-06-23,climate_energy,shared_position,"Both support a Green New Deal. Bowman connects it to racial equity, union jobs and education; Fink emphasizes implementation and project-financing experience.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Jamaal Bowman,ny16-bowman-climate,the Green New Deal,https://patch.com/new-york/bronxville/jamaal-bowman-candidate-ny-congressional-district-16,2020-06-18,paragraph 72,232bf08cddd9f673e840fe3547052fff970892668b0d237dc8077f27c811c8d9,verified_publication_date,Chris Fink,ny16-fink-climate,implement the Green New Deal,https://patch.com/new-york/pelham/2020-candidate-profile-chris-fink-16th-cd,2020-06-16,paragraph 57,e9ecfa3f7af530aa27ae7f6d4f68bdbbbbd0bd45ecfc1bb21dcfb27a63825678,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny16-bowman-ravelo-health,race-4ccedc03fd0aec1094b0,2020-06-23,healthcare,different_strategy,"Bowman specifies Medicare for All; Ravelo proposes universal access by improving the ACA. These are different stated reform approaches, without inventing an explicit Ravelo rejection of single payer.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Jamaal Bowman,ny16-bowman-health,Medicare for All,https://patch.com/new-york/bronxville/jamaal-bowman-candidate-ny-congressional-district-16,2020-06-18,paragraph 70,232bf08cddd9f673e840fe3547052fff970892668b0d237dc8077f27c811c8d9,verified_publication_date,Sammy Ravelo,ny16-ravelo-health,improving on the Affordable Care Act,https://patch.com/new-york/newrochelle/sammy-ravelo-candidate-ny-congressional-district-16,2020-06-02,paragraph 64,a17579725aea99209d06528d65ba590e9a424d01ba3acaebb2c4a84dbf9f0d75,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny16-bowman-engel-priorities,race-4ccedc03fd0aec1094b0,2020-06-23,campaign_approach,different_emphasis,Bowman organizes his answer around racial and economic inequality and a Reconstruction Agenda; Engel names opposing Trump and defending rights as the immediate priority. Their healthcare and climate commitments nevertheless overlap.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Jamaal Bowman,ny16-bowman-priority,Inequality.,https://patch.com/new-york/bronxville/jamaal-bowman-candidate-ny-congressional-district-16,2020-06-18,paragraph 55,232bf08cddd9f673e840fe3547052fff970892668b0d237dc8077f27c811c8d9,verified_publication_date,Eliot L. Engel,ny16-engel-priority,The catastrophic and corrupt Trump presidency.,https://patch.com/new-york/newrochelle/eliot-engel-candidate-ny-congressional-district-16,2020-06-09,paragraph 53,490a59b18dce1e021e31621d80143005a5b5f748a7c49ccea02d72f03b9828d9,verified_publication_date,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny16-bowman-fink-priorities,race-4ccedc03fd0aec1094b0,2020-06-23,campaign_approach,different_emphasis,"Bowman names inequality; Fink names climate. Both also support climate investment, so different lead messages are not opposing policy goals.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Jamaal Bowman,ny16-bowman-priority,Inequality.,https://patch.com/new-york/bronxville/jamaal-bowman-candidate-ny-congressional-district-16,2020-06-18,paragraph 55,232bf08cddd9f673e840fe3547052fff970892668b0d237dc8077f27c811c8d9,verified_publication_date,Chris Fink,ny16-fink-priority,The climate crisis.,https://patch.com/new-york/pelham/2020-candidate-profile-chris-fink-16th-cd,2020-06-16,paragraph 53,e9ecfa3f7af530aa27ae7f6d4f68bdbbbbd0bd45ecfc1bb21dcfb27a63825678,verified_publication_date,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny16-bowman-ravelo-priorities,race-4ccedc03fd0aec1094b0,2020-06-23,campaign_approach,different_emphasis,"Bowman emphasizes structural racial and economic inequality; Ravelo emphasizes pandemic job losses and infrastructure employment. Their chosen answers to the same question differ, without measuring whole-campaign message frequency.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Jamaal Bowman,ny16-bowman-priority,Inequality.,https://patch.com/new-york/bronxville/jamaal-bowman-candidate-ny-congressional-district-16,2020-06-18,paragraph 55,232bf08cddd9f673e840fe3547052fff970892668b0d237dc8077f27c811c8d9,verified_publication_date,Sammy Ravelo,ny16-ravelo-priority,Jobs.,https://patch.com/new-york/newrochelle/sammy-ravelo-candidate-ny-congressional-district-16,2020-06-02,paragraph 52,a17579725aea99209d06528d65ba590e9a424d01ba3acaebb2c4a84dbf9f0d75,verified_publication_date,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny16-bowman-engel-strategy,race-4ccedc03fd0aec1094b0,2020-06-23,campaign_approach,different_strategy,Bowman proposes linking congressional power to organized communities and outside movements; Engel emphasizes seniority and relationships within Democratic leadership to deliver resources.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Jamaal Bowman,ny16-bowman-strategy,empowering organized communities on the outside,https://patch.com/new-york/bronxville/jamaal-bowman-candidate-ny-congressional-district-16,2020-06-18,paragraph 83,232bf08cddd9f673e840fe3547052fff970892668b0d237dc8077f27c811c8d9,verified_publication_date,Eliot L. Engel,ny16-engel-strategy,my experience and position in Democratic leadership,https://patch.com/new-york/newrochelle/eliot-engel-candidate-ny-congressional-district-16,2020-06-09,paragraph 56,490a59b18dce1e021e31621d80143005a5b5f748a7c49ccea02d72f03b9828d9,verified_publication_date,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny16-bowman-fink-strategy,race-4ccedc03fd0aec1094b0,2020-06-23,campaign_approach,different_emphasis,Bowman emphasizes inside-outside movement organization; Fink emphasizes project-finance and implementation expertise. Neither claim independently establishes effectiveness.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Jamaal Bowman,ny16-bowman-strategy,empowering organized communities on the outside,https://patch.com/new-york/bronxville/jamaal-bowman-candidate-ny-congressional-district-16,2020-06-18,paragraph 83,232bf08cddd9f673e840fe3547052fff970892668b0d237dc8077f27c811c8d9,verified_publication_date,Chris Fink,ny16-fink-strategy,32 years of experience implementing renewable energy projects,https://patch.com/new-york/pelham/2020-candidate-profile-chris-fink-16th-cd,2020-06-16,paragraph 57,e9ecfa3f7af530aa27ae7f6d4f68bdbbbbd0bd45ecfc1bb21dcfb27a63825678,verified_publication_date,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny16-bowman-ravelo-strategy,race-4ccedc03fd0aec1094b0,2020-06-23,campaign_approach,different_emphasis,Bowman emphasizes community movement power and a congressional public platform; Ravelo gives a regular district-presence and town-hall commitment. These methods can coexist.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Jamaal Bowman,ny16-bowman-strategy,empowering organized communities on the outside,https://patch.com/new-york/bronxville/jamaal-bowman-candidate-ny-congressional-district-16,2020-06-18,paragraph 83,232bf08cddd9f673e840fe3547052fff970892668b0d237dc8077f27c811c8d9,verified_publication_date,Sammy Ravelo,ny16-ravelo-access,one town hall a month,https://patch.com/new-york/newrochelle/sammy-ravelo-candidate-ny-congressional-district-16,2020-06-02,paragraph 75,a17579725aea99209d06528d65ba590e9a424d01ba3acaebb2c4a84dbf9f0d75,verified_publication_date,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
dc20-george-todd-housing,race-7ded791ebe860d42de68,2020-06-02,housing,different_emphasis,"Lewis George emphasizes tenant protections, deeper affordability and expanded public investment; Todd emphasizes housing delivery and funding already secured. Both discuss the Housing Production Trust Fund positively, so the evidence does not support a simple pro-/anti-public-housing split.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Janeese Lewis George,dc20-george-housing,"reforms to rent control, and restoration of TOPA rights",https://www.petworthnews.org/blog/george-candidate-responses,2020-05-15,paragraph 123,7d5fd77858e52e99552a6ee445526afda0c680f99d251ca2286bd42d00f22da8,verified_publication_date,Brandon Todd,dc20-todd-housing,Housing Production Trust Fund,https://www.petworthnews.org/blog/todd-candidate-responses,2020-05-15,paragraph 140,642fce9393b295de4b2109235578ccfad7cf985ac757f7e10d19790a490dc84d,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
dc20-george-todd-safety,race-7ded791ebe860d42de68,2020-06-02,public_safety,shared_position,Both favor violence-interruption programs. Lewis George gives Cure the Streets immediate priority; Todd combines interruption funding with police and other measures. Lewis George's non-answer to the vice-squad portion is not opposition.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Janeese Lewis George,dc20-george-safety,Cure the Streets Violence Interrupters program,https://www.petworthnews.org/blog/george-candidate-responses,2020-05-15,paragraph 118,7d5fd77858e52e99552a6ee445526afda0c680f99d251ca2286bd42d00f22da8,verified_publication_date,Brandon Todd,dc20-todd-safety,I funded additional violence interrupters,https://www.petworthnews.org/blog/todd-candidate-responses,2020-05-15,paragraph 128,642fce9393b295de4b2109235578ccfad7cf985ac757f7e10d19790a490dc84d,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
dc20-george-todd-transit,race-7ded791ebe860d42de68,2020-06-02,transportation,different_mechanism,Lewis George names free bus-rail transfers; Todd names fare-free Circulator service and WMATA fare subsidies. These affect different service and fare structures and can coexist.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Janeese Lewis George,dc20-george-transit,free transfers between bus and rail,https://www.petworthnews.org/blog/george-candidate-responses,2020-05-15,paragraph 113,7d5fd77858e52e99552a6ee445526afda0c680f99d251ca2286bd42d00f22da8,verified_publication_date,Brandon Todd,dc20-todd-transit,"eliminates fares, expands routes",https://www.petworthnews.org/blog/todd-candidate-responses,2020-05-15,paragraph 123,642fce9393b295de4b2109235578ccfad7cf985ac757f7e10d19790a490dc84d,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
dc20-george-todd-strategy,race-7ded791ebe860d42de68,2020-06-02,campaign_approach,different_emphasis,Lewis George emphasizes independence from corporate/developer donors and accountability; Todd emphasizes experience and working relationships inside government. Neither campaign's claims about the other's motives or record are treated as verified facts.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Janeese Lewis George,dc20-george-framing,I’m not taking any donations from corporations or developers,https://www.petworthnews.org/blog/george-candidate-responses,2020-05-15,paragraph 92,7d5fd77858e52e99552a6ee445526afda0c680f99d251ca2286bd42d00f22da8,verified_publication_date,Brandon Todd,dc20-todd-framing,strong relationships with my colleagues and the Mayor,https://www.petworthnews.org/blog/todd-candidate-responses,2020-05-15,paragraph 101,642fce9393b295de4b2109235578ccfad7cf985ac757f7e10d19790a490dc84d,verified_publication_date,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
