comparison_id,race_id,election_date,topic,relationship,analysis,review_method,timing_status,candidate_name,candidate_excerpt_id,candidate_quote,candidate_source_url,candidate_publication_date,candidate_locators,candidate_source_sha256,candidate_timing_status,opponent_name,opponent_excerpt_id,opponent_quote,opponent_source_url,opponent_publication_date,opponent_locators,opponent_source_sha256,opponent_timing_status,representation_kind,comparison_scope,election_timing,candidate_source_speaker_name,candidate_archive_url,candidate_capture_date,candidate_reviewed_locator,candidate_ballot_name,candidate_ballot_party,candidate_identity_resolution,candidate_identity_evidence_ids,candidate_identity_review_notes,opponent_source_speaker_name,opponent_archive_url,opponent_capture_date,opponent_reviewed_locator,opponent_ballot_name,opponent_ballot_party,opponent_identity_resolution,opponent_identity_evidence_ids,opponent_identity_review_notes,identity_resolution,identity_caveat,candidate_publication_month,candidate_source_type,opponent_publication_month,opponent_source_type,timing_caveat
pa23-celin-lozada-overdose,race-35fa446ca326b84f7fb7,2023-05-16,public_health,different_scope,Celin conditions support on simultaneous neighborhood-safety measures; Lozada rules out her district but supports a center elsewhere under quality-of-life conditions. Their explanations matter more than treating a no mark or blank checkbox as blanket opposition.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Andrés Celin,pa23-celin-overdose,"These policies have to be simultaneous, or I cannot support them.",https://drive.google.com/file/d/18MLZtI0-GkZmT2JeVuwR2dsZonev8dmh/view?usp=share_link,,paragraph 8,6444739717c6e1bb909ffe880e34d9d2a86ced8d6efa6b69edb7fb0c9818a580,verified_publisher_release_bound,Quetcy M. Lozada,pa23-lozada-overdose,I would support the opening of an Overdose Prevention Center,https://drive.google.com/file/d/13J9z0FW58AFqDYcysUG02YvsdLrFlEUf/view?usp=share_link,,paragraph 8,5a3d060cdfec26b905cbf3644d0ee5d7949ee8c1fbbbbbbfbbb8102c09bf0876,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
pa23-celin-lozada-school-police,race-35fa446ca326b84f7fb7,2023-05-16,public_safety,explicit_disagreement,Celin supports decreasing reliance on school police in favor of other staff; Lozada opposes that shift and explicitly wants both officers and additional counselors/nurses. She is not coded as opposing student support services.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Andrés Celin,pa23-celin-school-police,YES [X],https://drive.google.com/file/d/18MLZtI0-GkZmT2JeVuwR2dsZonev8dmh/view?usp=share_link,,paragraph 6,6444739717c6e1bb909ffe880e34d9d2a86ced8d6efa6b69edb7fb0c9818a580,verified_publisher_release_bound,Quetcy M. Lozada,pa23-lozada-school-police,I believe we need both.,https://drive.google.com/file/d/13J9z0FW58AFqDYcysUG02YvsdLrFlEUf/view?usp=share_link,,paragraph 7,5a3d060cdfec26b905cbf3644d0ee5d7949ee8c1fbbbbbbfbbb8102c09bf0876,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
pa23-celin-lozada-fossil-buildings,race-35fa446ca326b84f7fb7,2023-05-16,climate_energy,explicit_disagreement,"Celin commits to the proposed fossil-fuel ban for new buildings; Lozada declines the current proposal while supporting an eventual ban. The disagreement concerns current commitment and timing, not whether climate change is real.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Andrés Celin,pa23-celin-fossil-buildings,YES [X],https://drive.google.com/file/d/18MLZtI0-GkZmT2JeVuwR2dsZonev8dmh/view?usp=share_link,,paragraph 7,6444739717c6e1bb909ffe880e34d9d2a86ced8d6efa6b69edb7fb0c9818a580,verified_publisher_release_bound,Quetcy M. Lozada,pa23-lozada-fossil-buildings,NO [X],https://drive.google.com/file/d/13J9z0FW58AFqDYcysUG02YvsdLrFlEUf/view?usp=share_link,,paragraph 8,5a3d060cdfec26b905cbf3644d0ee5d7949ee8c1fbbbbbbfbbb8102c09bf0876,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
pa23-celin-lozada-public-bank,race-35fa446ca326b84f7fb7,2023-05-16,economic_development,shared_position,Both support funding the same public-bank initiative named in the question. Their other differences do not erase this concrete agreement.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Andrés Celin,pa23-celin-public-bank,YES [X],https://drive.google.com/file/d/18MLZtI0-GkZmT2JeVuwR2dsZonev8dmh/view?usp=share_link,,paragraph 7,6444739717c6e1bb909ffe880e34d9d2a86ced8d6efa6b69edb7fb0c9818a580,verified_publisher_release_bound,Quetcy M. Lozada,pa23-lozada-public-bank,YES [X],https://drive.google.com/file/d/13J9z0FW58AFqDYcysUG02YvsdLrFlEUf/view?usp=share_link,,paragraph 8,5a3d060cdfec26b905cbf3644d0ee5d7949ee8c1fbbbbbbfbbb8102c09bf0876,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
pa23-celin-lozada-rent-control,race-35fa446ca326b84f7fb7,2023-05-16,housing,different_emphasis,Celin supports the specified ceiling; Lozada is open to exploration without committing to it. Uncertainty is not converted into an opposing stance.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Andrés Celin,pa23-celin-rent-control,YES [X],https://drive.google.com/file/d/18MLZtI0-GkZmT2JeVuwR2dsZonev8dmh/view?usp=share_link,,paragraph 6,6444739717c6e1bb909ffe880e34d9d2a86ced8d6efa6b69edb7fb0c9818a580,verified_publisher_release_bound,Quetcy M. Lozada,pa23-lozada-rent-control,I am open to exploring and learning more,https://drive.google.com/file/d/13J9z0FW58AFqDYcysUG02YvsdLrFlEUf/view?usp=share_link,,paragraph 7,5a3d060cdfec26b905cbf3644d0ee5d7949ee8c1fbbbbbbfbbb8102c09bf0876,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
pa23-celin-lozada-housing,race-35fa446ca326b84f7fb7,2023-05-16,housing,shared_position,"Both support more affordable housing production, with Celin emphasizing public land, inclusionary requirements and community control and Lozada also emphasizing homeownership and economic opportunity.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Andrés Celin,pa23-celin-housing,the development of new units of affordable housing,https://drive.google.com/file/d/18MLZtI0-GkZmT2JeVuwR2dsZonev8dmh/view?usp=share_link,,paragraph 5,6444739717c6e1bb909ffe880e34d9d2a86ced8d6efa6b69edb7fb0c9818a580,verified_publisher_release_bound,Quetcy M. Lozada,pa23-lozada-housing,increase the supply of public and affordable housing construction,https://drive.google.com/file/d/13J9z0FW58AFqDYcysUG02YvsdLrFlEUf/view?usp=share_link,,paragraph 6,5a3d060cdfec26b905cbf3644d0ee5d7949ee8c1fbbbbbbfbbb8102c09bf0876,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
pa23-celin-lozada-representation,race-35fa446ca326b84f7fb7,2023-05-16,campaign_approach,different_emphasis,Celin foregrounds community power over policy and budgets; Lozada foregrounds constituent service and experienced navigation of government. Both describe engagement with residents rather than mutually exclusive goals.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Andrés Celin,pa23-celin-representation,working-class community leaders to have real influence,https://drive.google.com/file/d/18MLZtI0-GkZmT2JeVuwR2dsZonev8dmh/view?usp=share_link,,paragraph 2,6444739717c6e1bb909ffe880e34d9d2a86ced8d6efa6b69edb7fb0c9818a580,verified_publisher_release_bound,Quetcy M. Lozada,pa23-lozada-representation,how to address the hundred or so constituent calls,https://drive.google.com/file/d/13J9z0FW58AFqDYcysUG02YvsdLrFlEUf/view?usp=share_link,,paragraph 1,5a3d060cdfec26b905cbf3644d0ee5d7949ee8c1fbbbbbbfbbb8102c09bf0876,pre_primary_time_unverified,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
frontier-shvets-fisher-revenue,race-9c84c4f62bbebc0b7b7d,2025-06-24,tax_budget,different_emphasis,"Shvets foregrounds Cornell's contribution in this answer; Fisher foregrounds more progressive taxation. These fiscal priorities can coexist. Fisher's retained article was revised after the primary, so the pair remains timing-qualified.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Hannah Shvets,frontier-shvets-cornell,I think that more could be done,https://www.cornellsun.com/article/2025/02/hannah-shvets-27-launches-common-council-campaign-focuses-on-labor-and-housing-reform,2025-02-08,paragraph 129,a4c9c36cce713e5f5c1fe6565ed4e26b17332be48a58dd67f418c0e5a0c834f3,verified_publisher_revision_date,Deborah Fisher,exc-hist-a-rec-deborah-fisher-001,I’m much more interested in making taxes more progressive,https://www.cornellsun.com/article/2025/03/this-is-a-moment-like-no-other-progressive-deborah-fisher-announces-run-for-common-council,2025-03-02,paragraph 128,f28b96fb0a5e6d1c8f58c56a5cd7bc1df5bc3a52b730ed128ccdd3faee8ac624,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,dated_candidate_interview,At least one authentic source has an unverified pre-primary publication/version.
frontier-hairston-parks-dignity,race-14d53ce965776b0cb235,2026-03-03,campaign_approach,shared_position,"Both pledge dignified and compassionate courtroom treatment. This establishes a shared stated judicial principle only, not identical full platforms or a demonstrated difference in actual conduct. Parks's page remains timing-qualified.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Andrew Hairston,frontier-hairston-dignity,"our courts should serve the people with compassion, dignity, and integrity",https://web.archive.org/web/20260223193939/https://www.hairstonforpeace.com/,,paragraph 43,0ab2bf0be9e3dd978fe6f5d70dfaa7845a6ccba6bb760dbf2db3ecd7dee1bcf1,verified_archive_capture,Ciara Parks,frontier-parks-dignity,"rooted in fairness, dignity, and understanding",https://www.ciaraforjp1.com/,,paragraph 40,9d26f2ab9e0bd8c666f6ea256f6d7417f7feff601c9370c692ddeb63215b95ae,pre_primary_time_unverified,campaign_frame,democratic_primary,past_scheduled_date,,https://web.archive.org/web/20260223193939/https://www.hairstonforpeace.com/,2026-02-23,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,campaign_platform,,campaign_platform,At least one authentic source has an unverified pre-primary publication/version.
sw26-orkin-rajkumar-housing,race-39f265caadf4efc1cdd3,2026-06-23,housing,different_strategy,"Orkin names a public developer, vouchers and NYCHA investment; Rajkumar emphasizes deep affordability, tenant protections and supportive housing. Her answer does not establish opposition to public ownership, and neither candidate is reduced to a simple supply-versus-protection label.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,David Orkin,sw26-orkin-housing,I would champion the Social Housing Development Authority,https://drive.google.com/file/d/1tSfShzJczKtkMTwxPnSmkgfJEnYssrVk/view,,paragraph 5,177f1409c800a2cb5b3423bab02b24f22ad2a0bff511696fbc9d7a9158a3339e,pre_primary_time_unverified,Jenifer Rajkumar,sw26-rajkumar-housing,increasing the supply of deeply affordable housing,https://drive.google.com/file/d/1vNiJjTLbjf1vgpgEYxg0pBWHhfcNjahk/view,,paragraph 5,8b629d5debe2b50bc5d7e36d57ad74b60f40886b039b45d0e3ce8dda444a271c,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
sw26-orkin-rajkumar-safety,race-39f265caadf4efc1cdd3,2026-06-23,public_safety,different_mechanism,Orkin specifies civilian crisis response and binding civilian oversight; Rajkumar foregrounds a mental-health continuum with oversight. Both describe limits to policing as a response to social needs.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,David Orkin,sw26-orkin-safety,civilian mental health professionals to respond to mental health crises,https://drive.google.com/file/d/1tSfShzJczKtkMTwxPnSmkgfJEnYssrVk/view,,paragraph 4,177f1409c800a2cb5b3423bab02b24f22ad2a0bff511696fbc9d7a9158a3339e,pre_primary_time_unverified,Jenifer Rajkumar,sw26-rajkumar-safety,police are not the answer to every social problem,https://drive.google.com/file/d/1vNiJjTLbjf1vgpgEYxg0pBWHhfcNjahk/view,,paragraph 5,8b629d5debe2b50bc5d7e36d57ad74b60f40886b039b45d0e3ce8dda444a271c,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
sw26-orkin-rajkumar-care,race-39f265caadf4efc1cdd3,2026-06-23,healthcare,shared_position,"Both commit to defending reproductive and gender-affirming care, including care for young people, rather than withdrawing it under political pressure.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,David Orkin,sw26-orkin-care,use every available lever of power at my disposal,https://drive.google.com/file/d/1tSfShzJczKtkMTwxPnSmkgfJEnYssrVk/view,,paragraph 5,177f1409c800a2cb5b3423bab02b24f22ad2a0bff511696fbc9d7a9158a3339e,pre_primary_time_unverified,Jenifer Rajkumar,sw26-rajkumar-care,I absolutely commit to defending access to abortion care and gender affirming care for both adults and youth,https://drive.google.com/file/d/1vNiJjTLbjf1vgpgEYxg0pBWHhfcNjahk/view,,paragraph 6,8b629d5debe2b50bc5d7e36d57ad74b60f40886b039b45d0e3ce8dda444a271c,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
