research_group,election_year,candidate_names,entity_kind,grouping_scope,records_without_direct_review,records_with_direct_review,race_ids,meaning
race-1fd5827f1c16c0d86383 | Jasmine Crockett,2022,Jasmine Crockett,individual_candidate,one_registry_record,1,0,race-1fd5827f1c16c0d86383,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-1fd5827f1c16c0d86383 | Jessica Mason,2022,Jessica Mason,individual_candidate,one_registry_record,1,0,race-1fd5827f1c16c0d86383,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-1fd5827f1c16c0d86383 | Keisha Williams-Lankford,2022,Keisha Williams-Lankford,individual_candidate,one_registry_record,1,0,race-1fd5827f1c16c0d86383,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-1fd5827f1c16c0d86383 | Roy Williams,2022,Roy Williams,individual_candidate,one_registry_record,1,0,race-1fd5827f1c16c0d86383,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-1fd5827f1c16c0d86383 | Vonciel Hill,2022,Vonciel Hill,individual_candidate,one_registry_record,1,0,race-1fd5827f1c16c0d86383,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-22a899eddaf5c65171b5 | Val Thomason,2026,Val Thomason,individual_candidate,one_registry_record,1,0,race-22a899eddaf5c65171b5,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-22a936e1e172dbe73f83 | David B. McBride,2020,David B. McBride,individual_candidate,one_registry_record,1,0,race-22a936e1e172dbe73f83,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-22a936e1e172dbe73f83 | Marie Pinkney,2020,Marie Pinkney,individual_candidate,one_registry_record,1,0,race-22a936e1e172dbe73f83,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-22fe359f88b8827fa9c3 | Daniel L. Atonna,2025,Daniel L. Atonna,individual_candidate,one_registry_record,1,0,race-22fe359f88b8827fa9c3,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-22fe359f88b8827fa9c3 | Sakima AG. McClinton,2025,Sakima AG. McClinton,individual_candidate,one_registry_record,1,0,race-22fe359f88b8827fa9c3,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-248037f4a8dd844f2fd3 | Angel Subervi,2020,Angel Subervi,individual_candidate,one_registry_record,1,0,race-248037f4a8dd844f2fd3,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-248037f4a8dd844f2fd3 | Daniel N. McKiernan,2020,Daniel N. McKiernan,individual_candidate,one_registry_record,1,0,race-248037f4a8dd844f2fd3,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-248037f4a8dd844f2fd3 | David Morales,2020,David Morales,individual_candidate,one_registry_record,1,0,race-248037f4a8dd844f2fd3,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-24985f44b17b3b11253a | Chris Johnson,2024,Chris Johnson,individual_candidate,one_registry_record,1,0,race-24985f44b17b3b11253a,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-24985f44b17b3b11253a | James Dahlke,2024,James Dahlke,individual_candidate,one_registry_record,1,0,race-24985f44b17b3b11253a,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-24985f44b17b3b11253a | Peggy A. Brooks,2024,Peggy A. Brooks,individual_candidate,one_registry_record,1,0,race-24985f44b17b3b11253a,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-270213668f9b0459e1f5 | Cori Bush,2020,Cori Bush,individual_candidate,one_registry_record,1,0,race-270213668f9b0459e1f5,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-270213668f9b0459e1f5 | Katherine (Kat) Bruckner,2020,Katherine (Kat) Bruckner,individual_candidate,one_registry_record,1,0,race-270213668f9b0459e1f5,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-270213668f9b0459e1f5 | William Lacy Clay,2020,William Lacy Clay,individual_candidate,one_registry_record,1,0,race-270213668f9b0459e1f5,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-272d21c083662bb8a814 | Evan Done,2026,Evan Done,individual_candidate,one_registry_record,1,0,race-272d21c083662bb8a814,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-272d21c083662bb8a814 | Silvia Catten,2026,Silvia Catten,individual_candidate,one_registry_record,1,0,race-272d21c083662bb8a814,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-27898efa1748e81e5d56 | Andrew Romanoff,2020,Andrew Romanoff,individual_candidate,one_registry_record,1,0,race-27898efa1748e81e5d56,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-27898efa1748e81e5d56 | John Hickenlooper,2020,John Hickenlooper,individual_candidate,one_registry_record,1,0,race-27898efa1748e81e5d56,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-27898efa1748e81e5d56 | Lorena Garcia,2020,Lorena Garcia,individual_candidate,one_registry_record,1,0,race-27898efa1748e81e5d56,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-29704c58690113fb2a50 | Francoise Olivas,2022,Francoise Olivas,individual_candidate,one_registry_record,1,0,race-29704c58690113fb2a50,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-29704c58690113fb2a50 | Kristen Gonzalez,2022,Kristen Gonzalez,individual_candidate,one_registry_record,1,0,race-29704c58690113fb2a50,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-29704c58690113fb2a50 | Michael D. Corbett,2022,Michael D. Corbett,individual_candidate,one_registry_record,1,0,race-29704c58690113fb2a50,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-29704c58690113fb2a50 | Nomiki Konst,2022,Nomiki Konst,individual_candidate,one_registry_record,1,0,race-29704c58690113fb2a50,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-2ad627f1f643d221f19f | Adolfo Abreu,2021,Adolfo Abreu,individual_candidate,one_registry_record,1,0,race-2ad627f1f643d221f19f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-2ad627f1f643d221f19f | Fernando Aquino,2021,Fernando Aquino,individual_candidate,one_registry_record,1,0,race-2ad627f1f643d221f19f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-2ad627f1f643d221f19f | Haile Rivera,2021,Haile Rivera,individual_candidate,one_registry_record,1,0,race-2ad627f1f643d221f19f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-2ad627f1f643d221f19f | Pierina Sanchez,2021,Pierina Sanchez,individual_candidate,one_registry_record,1,0,race-2ad627f1f643d221f19f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-2ad627f1f643d221f19f | Socrates Solano,2021,Socrates Solano,individual_candidate,one_registry_record,1,0,race-2ad627f1f643d221f19f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-2ad627f1f643d221f19f | Yudelka Tapia,2021,Yudelka Tapia,individual_candidate,one_registry_record,1,0,race-2ad627f1f643d221f19f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-2b388b22da81a36b8441 | Bryan Lindstrom,2024,Bryan Lindstrom,individual_candidate,one_registry_record,1,0,race-2b388b22da81a36b8441,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-2b388b22da81a36b8441 | Michael Carter,2024,Michael Carter,individual_candidate,one_registry_record,1,0,race-2b388b22da81a36b8441,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-2c460539f3855b59165c | Akil Peck,2025,Akil Peck,individual_candidate,one_registry_record,1,0,race-2c460539f3855b59165c,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-2c460539f3855b59165c | Christopher Clouet,2025,Christopher Clouet,individual_candidate,one_registry_record,1,0,race-2c460539f3855b59165c,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-2c460539f3855b59165c | Efrain Dominguez Jr.,2025,Efrain Dominguez Jr.,individual_candidate,one_registry_record,1,0,race-2c460539f3855b59165c,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-2c460539f3855b59165c | Jefferey Hart,2025,Jefferey Hart,individual_candidate,one_registry_record,1,0,race-2c460539f3855b59165c,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-2c460539f3855b59165c | John Satti,2025,John Satti,individual_candidate,one_registry_record,1,0,race-2c460539f3855b59165c,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-2c460539f3855b59165c | Reona Dyess,2025,Reona Dyess,individual_candidate,one_registry_record,1,0,race-2c460539f3855b59165c,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-2c460539f3855b59165c | Shineika Fareus,2025,Shineika Fareus,individual_candidate,one_registry_record,1,0,race-2c460539f3855b59165c,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-2c460539f3855b59165c | Victoria Mueller,2025,Victoria Mueller,individual_candidate,one_registry_record,1,0,race-2c460539f3855b59165c,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-2d45550960d2b093207f | Gus Lambropoulos,2024,Gus Lambropoulos,individual_candidate,one_registry_record,1,0,race-2d45550960d2b093207f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-2d45550960d2b093207f | Kristen Gonzalez,2024,Kristen Gonzalez,individual_candidate,one_registry_record,1,0,race-2d45550960d2b093207f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-2ecff9498c2feda5de76 | Brian Cina,2022,Brian Cina,individual_candidate,one_registry_record,1,0,race-2ecff9498c2feda5de76,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-2ecff9498c2feda5de76 | Troy Headrick,2022,Troy Headrick,individual_candidate,one_registry_record,1,0,race-2ecff9498c2feda5de76,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-32787f9ccc5947c3fca5 | Mary Lupien,2023,Mary Lupien,individual_candidate,one_registry_record,1,0,race-32787f9ccc5947c3fca5,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-32787f9ccc5947c3fca5 | Paul Conrow,2023,Paul Conrow,individual_candidate,one_registry_record,1,0,race-32787f9ccc5947c3fca5,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-3363a35e7979bec3ed7e | Patrick Mehler,2022,Patrick Mehler,individual_candidate,one_registry_record,1,0,race-3363a35e7979bec3ed7e,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
