statement_key,race_id,candidate_name,election_date,group,quote,source_url,model_name,device,topic_code,topic_name,similarity,runner_up_code,runner_up_name,runner_up_similarity,margin,keyword_topic_code,keyword_score,keyword_agrees,reviewed_topic
106c76c88d6f0d559c17d6c6,race-ea5afd75c9af396451a4,Peter M. P. Buttigieg,2020-03-03,opponent,"Pete will abolish private federal prisons and reduce the use of private contractors, eliminate the for-profit bail industry, and work with states to cap the amount of revenue cities and counties receive from fines and fees.",https://www.democracyinaction.us/2020/buttigieg/buttigiegpolicy102619criminaljustice.html,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.410212,20,Government operations,0.282931,0.127281,1,0.447214,false,public_safety
eccce7aa1057cf08b5e7b281,race-ea5afd75c9af396451a4,Michael R. Bloomberg,2020-03-03,opponent,"bring back those things that were left and then find a way to expand it, another public option",https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,sentence-transformers/all-MiniLM-L6-v2,cpu,21,Public lands and water,0.255731,10,Transportation,0.220857,0.034874,,0.000000,false,healthcare
eccce7aa1057cf08b5e7b281,race-ea5afd75c9af396451a4,Michael R. Bloomberg,2020-03-03,opponent,You don’t start out by saying I’ve got 160 million people I’m going to take away the insurance plan that they love.,https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,sentence-transformers/all-MiniLM-L6-v2,cpu,3,Health,0.294125,13,Social welfare,0.153291,0.140834,3,0.447214,true,healthcare
eccce7aa1057cf08b5e7b281,race-ea5afd75c9af396451a4,Michael R. Bloomberg,2020-03-03,opponent,"If you’re president, the first thing you do the first day is you rejoin the Paris Agreement.",https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,sentence-transformers/all-MiniLM-L6-v2,cpu,19,International affairs,0.202970,18,Foreign trade,0.165121,0.037849,,0.000000,false,climate_energy
eccce7aa1057cf08b5e7b281,race-ea5afd75c9af396451a4,Michael R. Bloomberg,2020-03-03,opponent,What Trump has done to this is a disgrace.,https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,sentence-transformers/all-MiniLM-L6-v2,cpu,,Unclassified,0.122812,9,Immigration,0.118544,0.004268,,0.000000,false,healthcare
8c42e1a971f0fdf3a43be562,race-ea5afd75c9af396451a4,Bernard Sanders,2020-03-03,endorsed,"Create a Medicare for All, single-payer, national health insurance program to provide everyone in America with comprehensive health care coverage, free at the point of service.",https://web.archive.org/web/20200115000000/https://berniesanders.com/issues/medicare-for-all/,sentence-transformers/all-MiniLM-L6-v2,cpu,3,Health,0.543177,13,Social welfare,0.320768,0.222408,3,0.894427,true,healthcare
8c42e1a971f0fdf3a43be562,race-ea5afd75c9af396451a4,Bernard Sanders,2020-03-03,endorsed,"No networks, no premiums, no deductibles, no copays, no surprise bills.",https://web.archive.org/web/20200115000000/https://berniesanders.com/issues/medicare-for-all/,sentence-transformers/all-MiniLM-L6-v2,cpu,3,Health,0.310588,13,Social welfare,0.278921,0.031667,,0.000000,false,healthcare
8c42e1a971f0fdf3a43be562,race-ea5afd75c9af396451a4,Bernard Sanders,2020-03-03,endorsed,Allow Medicare to negotiate with the big drug companies to lower prescription drug prices with the Medicare Drug Price Negotiation Act.,https://web.archive.org/web/20200115000000/https://berniesanders.com/issues/medicare-for-all/,sentence-transformers/all-MiniLM-L6-v2,cpu,3,Health,0.324543,10,Transportation,0.168094,0.156449,3,0.447214,true,economic_ownership
8c42e1a971f0fdf3a43be562,race-ea5afd75c9af396451a4,Bernard Sanders,2020-03-03,endorsed,raise that minimum wage to a living wage of $15 bucks an hour,https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,sentence-transformers/all-MiniLM-L6-v2,cpu,5,Labor and employment,0.210125,13,Social welfare,0.130505,0.079621,5,0.447214,true,labor
8c42e1a971f0fdf3a43be562,race-ea5afd75c9af396451a4,Bernard Sanders,2020-03-03,endorsed,have the guts to take on the fossil fuel industry,https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,sentence-transformers/all-MiniLM-L6-v2,cpu,8,Energy,0.354679,7,Environment,0.274049,0.080630,,0.000000,false,climate_energy
c966064a8acb1ccf73cb5de8,race-ea5afd75c9af396451a4,Thomas Steyer,2020-03-03,opponent,This is still a fossil-fuel-driven economy. We need to make a change.,https://www.cbsnews.com/news/tom-steyer-talks-climate-change-and-foreign-policy-on-tour-of-iowa/,sentence-transformers/all-MiniLM-L6-v2,cpu,8,Energy,0.388348,7,Environment,0.287483,0.100865,,0.000000,false,climate_energy
c966064a8acb1ccf73cb5de8,race-ea5afd75c9af396451a4,Thomas Steyer,2020-03-03,opponent,My Right to Health plan creates a public option that prioritizes your health and your care over corporate greed.,https://web.archive.org/web/20201024082200/https://2020.tomsteyer.com/affordable-health-care-for-all/,sentence-transformers/all-MiniLM-L6-v2,cpu,3,Health,0.427562,2,Civil rights and liberties,0.169602,0.257960,,0.000000,false,healthcare
c966064a8acb1ccf73cb5de8,race-ea5afd75c9af396451a4,Thomas Steyer,2020-03-03,opponent,"To help all families build a stable future, Tom will broaden pathways to homeownership and offer tax breaks for low-income and middle-class renters.",https://web.archive.org/web/20201024082200/https://2020.tomsteyer.com/affordable-housing-plan/,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.372678,13,Social welfare,0.240073,0.132605,1,0.447214,false,housing
c966064a8acb1ccf73cb5de8,race-ea5afd75c9af396451a4,Thomas Steyer,2020-03-03,opponent,"On day one of my presidency, I will declare the climate crisis a national emergency.",https://web.archive.org/web/20201024082200/https://2020.tomsteyer.com/climate-justice/,sentence-transformers/all-MiniLM-L6-v2,cpu,7,Environment,0.257084,8,Energy,0.228583,0.028501,,0.000000,false,climate_energy
c966064a8acb1ccf73cb5de8,race-ea5afd75c9af396451a4,Thomas Steyer,2020-03-03,opponent,He will ensure fair markets across all sectors and industries by aggressively enforcing existing antitrust regulations — and by enacting new antitrust regulations that hold big corporations accountable and break the corporate stranglehold on our government.,https://web.archive.org/web/20201024082200/https://2020.tomsteyer.com/antitrust/,sentence-transformers/all-MiniLM-L6-v2,cpu,15,"Business, commerce and consumers",0.354602,12,"Law, crime and justice",0.259850,0.094753,,0.000000,false,economic_ownership
384b5011eaff0ef189b14364,race-aa5003c070b361f1e672,Sara Taliaferro,2020-08-04,opponent,"When you have a complex community problem, there isn’t going to be one single or one little checklist of things you can do that is going to change systems.",https://www2.ljworld.com/news/county-government/2020/jul/19/candidate-profile-sara-taliaferro-wants-to-bring-thorough-problem-solving-to-douglas-county-commission/,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.323082,23,"Culture, family and social issues",0.274332,0.048750,,0.000000,false,political_strategy
384b5011eaff0ef189b14364,race-aa5003c070b361f1e672,Sara Taliaferro,2020-08-04,opponent,"As a commissioner, I want to offer our community a much different way forward for our problem solving.",https://www2.ljworld.com/news/county-government/2020/jul/19/candidate-profile-sara-taliaferro-wants-to-bring-thorough-problem-solving-to-douglas-county-commission/,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.223534,12,"Law, crime and justice",0.222778,0.000755,,0.000000,false,political_strategy
384b5011eaff0ef189b14364,race-aa5003c070b361f1e672,Sara Taliaferro,2020-08-04,opponent,We’re not doing enough to divert people on a more restorative path that doesn’t take them to jail in the first place.,https://www2.ljworld.com/news/county-government/2020/jul/19/candidate-profile-sara-taliaferro-wants-to-bring-thorough-problem-solving-to-douglas-county-commission/,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.289660,9,Immigration,0.252062,0.037597,,0.000000,false,public_safety
8e7f011edfc9151aa521e63b,race-579cd47b961c0dc2fe36,Fatima Iqbal-Zubair,2022-06-07,endorsed,"Housing is a human right, and I am dedicated to championing policies that will ensure everyone has access to the housing they need and deserve.",https://web.archive.org/web/20220530052059id_/https://fatimaforassembly.com/vision/housing-justice-plan/,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.513924,9,Immigration,0.287519,0.226404,14,0.447214,true,housing
8e7f011edfc9151aa521e63b,race-579cd47b961c0dc2fe36,Fatima Iqbal-Zubair,2022-06-07,endorsed,"We need to be intentional in our developments, firm with strengthening tenant protections and rent control, and actively invest in local communities, including looking at social housing models.",https://web.archive.org/web/20220530052059id_/https://fatimaforassembly.com/vision/housing-justice-plan/,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.565430,4,Agriculture,0.251283,0.314146,14,1.341641,true,housing
8e7f011edfc9151aa521e63b,race-579cd47b961c0dc2fe36,Fatima Iqbal-Zubair,2022-06-07,endorsed,"Firstly, it is time that we pass universal, single payer health care for all.",https://web.archive.org/web/20220122221030id_/https://fatimaforassembly.com/vision/health-justice/,sentence-transformers/all-MiniLM-L6-v2,cpu,3,Health,0.388464,13,Social welfare,0.262372,0.126092,,0.000000,false,healthcare
8e7f011edfc9151aa521e63b,race-579cd47b961c0dc2fe36,Fatima Iqbal-Zubair,2022-06-07,endorsed,"Firstly, we know that we need to reach net zero carbon emissions by 2030.",https://web.archive.org/web/20220522225856id_/https://fatimaforassembly.com/vision/environmental-justice/,sentence-transformers/all-MiniLM-L6-v2,cpu,7,Environment,0.295330,8,Energy,0.255209,0.040121,7,0.447214,true,climate_energy
8e7f011edfc9151aa521e63b,race-579cd47b961c0dc2fe36,Fatima Iqbal-Zubair,2022-06-07,endorsed,"We need to deeply divest from our current system of incarceration: it is clear that it is not keeping our communities safe or helping us find accountability, healing, and restitution from harms committed.",https://web.archive.org/web/20220522222720id_/https://fatimaforassembly.com/vision/criminal-justice-reform/,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.407099,13,Social welfare,0.258539,0.148560,,0.000000,false,public_safety
eb09f1f7ec64c9f4d3458634,race-bdb8e4340ea9b3a4ff66,Suzanne Valdez,2020-08-04,opponent,"It’s to protect defendants, because we have all the power, we have all the resources.",https://www2.ljworld.com/news/public-safety/2020/apr/21/valdez-dgco-da-lacks-leadership-clear-policies/,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.271947,16,Defense and veterans,0.267582,0.004365,,0.000000,false,public_safety
eb09f1f7ec64c9f4d3458634,race-bdb8e4340ea9b3a4ff66,Suzanne Valdez,2020-08-04,opponent,"That’s what’s important, and I just think this leadership has lost sight of that.",https://www2.ljworld.com/news/public-safety/2020/apr/21/valdez-dgco-da-lacks-leadership-clear-policies/,sentence-transformers/all-MiniLM-L6-v2,cpu,20,Government operations,0.226396,12,"Law, crime and justice",0.166529,0.059867,,0.000000,false,political_strategy
eb09f1f7ec64c9f4d3458634,race-bdb8e4340ea9b3a4ff66,Suzanne Valdez,2020-08-04,opponent,"a chaotic system where people don’t know what expectations are, what needs to be done to properly prosecute and put people through the criminal justice system in a fair and equitable way.",https://www2.ljworld.com/news/public-safety/2020/apr/21/valdez-dgco-da-lacks-leadership-clear-policies/,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.437871,20,Government operations,0.248663,0.189209,12,0.447214,true,public_safety
eb09f1f7ec64c9f4d3458634,race-bdb8e4340ea9b3a4ff66,Suzanne Valdez,2020-08-04,opponent,"once I get it, I turn it over (to the defense attorney). I don’t hide the ball.",https://www2.ljworld.com/news/public-safety/2020/apr/21/valdez-dgco-da-lacks-leadership-clear-policies/,sentence-transformers/all-MiniLM-L6-v2,cpu,,Unclassified,0.051180,19,International affairs,0.028714,0.022466,,0.000000,false,public_safety
eb09f1f7ec64c9f4d3458634,race-bdb8e4340ea9b3a4ff66,Suzanne Valdez,2020-08-04,opponent,We just need to have more functional and realistic diversion programs.,https://www2.ljworld.com/news/public-safety/2020/apr/21/valdez-dgco-da-lacks-leadership-clear-policies/,sentence-transformers/all-MiniLM-L6-v2,cpu,10,Transportation,0.283657,12,"Law, crime and justice",0.280000,0.003657,,0.000000,false,public_safety
df9275fd0c552be2456725af,race-695f3443e4961cfa625f,Shannon Reid,2020-08-04,endorsed,I’ve been feeling disheartened with the county’s leadership in remaining stuck in that project despite voters’ voices.,https://www2.ljworld.com/news/county-government/2020/jul/19/candidate-profile-shannon-reid-believes-douglas-county-leaders-need-to-listen-better-to-constituents/,sentence-transformers/all-MiniLM-L6-v2,cpu,20,Government operations,0.271866,21,Public lands and water,0.097189,0.174677,,0.000000,false,political_strategy
df9275fd0c552be2456725af,race-695f3443e4961cfa625f,Shannon Reid,2020-08-04,endorsed,"I feel, as a county, we haven’t done much to address some of the solutions because the community has had to spend so much time and energy pushing back on this one issue.",https://www2.ljworld.com/news/county-government/2020/jul/19/candidate-profile-shannon-reid-believes-douglas-county-leaders-need-to-listen-better-to-constituents/,sentence-transformers/all-MiniLM-L6-v2,cpu,23,"Culture, family and social issues",0.293256,14,Housing and community development,0.252609,0.040647,8,0.447214,false,public_safety
df9275fd0c552be2456725af,race-695f3443e4961cfa625f,Shannon Reid,2020-08-04,endorsed,Prevention is where our money should be spent.,https://www2.ljworld.com/news/county-government/2020/jul/19/candidate-profile-shannon-reid-believes-douglas-county-leaders-need-to-listen-better-to-constituents/,sentence-transformers/all-MiniLM-L6-v2,cpu,13,Social welfare,0.327219,4,Agriculture,0.297765,0.029454,,0.000000,false,tax_budget
df9275fd0c552be2456725af,race-695f3443e4961cfa625f,Shannon Reid,2020-08-04,endorsed,"There needs to be an immediate refocus of funds and looking at things, like the jail expansion project, and realize that money should be immediately shifted to other resources.",https://www2.ljworld.com/news/county-government/2020/jul/19/candidate-profile-shannon-reid-believes-douglas-county-leaders-need-to-listen-better-to-constituents/,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.256112,10,Transportation,0.238343,0.017769,,0.000000,false,tax_budget
